team1,team2,score_team1,score_team2,wickets_team1,wickets_team2,team1_away_or_home,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ground,ground_city,ground_country,match_date
Australia,South Africa,198,199,10,6,home,away,South Africa,4.0,wickets,Day and night,VB Series,Shaun Pollock,South Africa,Melbourne Cricket Ground,Australia,bat first,Melbourne,Jolimont,Australia,2002-01-13
South Africa,New Zealand,257,231,7,9,away,away,South Africa,26.0,runs,Day,VB Series,Gary Kirsten,South Africa,"Bellerive Oval, Hobart",South Africa,bat first,Hobart,Bellerive,Australia,2002-01-15
New Zealand,Australia,235,212,9,10,away,home,New Zealand,23.0,runs,Day and night,VB Series,Chris Harris,New Zealand,Sydney Cricket Ground,New Zealand,bat first,Sydney,Moore Park,Australia,2002-01-17
South Africa,New Zealand,241,244,10,6,away,away,New Zealand,4.0,wickets,Day and night,VB Series,Chris Cairns,New Zealand,"Brisbane Cricket Ground, Woolloongabba, Brisbane",South Africa,bat first,Brisbane,Woolloongabba,Australia,2002-01-19
India,England,281,259,8,10,home,away,India,22.0,runs,Day and night,England tour of India,Marcus Trescothick,England,"Eden Gardens, Kolkata",India,bat first,Kolkata,Kolkata,India,2002-01-19
Australia,South Africa,241,214,4,10,home,away,Australia,27.0,runs,Day and night,VB Series,Damien Martyn,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,bat first,Brisbane,Woolloongabba,Australia,2002-01-20
Pakistan,Bangladesh,202,153,10,7,away,home,Pakistan,49.0,runs,Day,Pakistan tour of Bangladesh,Rashid Latif,Pakistan,Chittagong Stadium,Pakistan,bat first,Chattogram,Chattogram,Bangladesh,2002-01-22
South Africa,Australia,106,107,10,2,away,home,Australia,8.0,wickets,Day and night,VB Series,Andy Bichel,Australia,Sydney Cricket Ground,South Africa,bat first,Sydney,Moore Park,Australia,2002-01-22
England,India,250,234,7,10,away,home,England,16.0,runs,Day,England tour of India,Paul Collingwood,England,"Barabati Stadium, Cuttack",India,field first,Cuttack,Cuttack,India,2002-01-22
Pakistan,Bangladesh,281,209,5,8,away,home,Pakistan,72.0,runs,Day and night,Pakistan tour of Bangladesh,Mohammad Yousuf,Pakistan,"Bangabandhu National Stadium, Dhaka",Pakistan,bat first,Dhaka,Dhaka,Bangladesh,2002-01-24
Bangladesh,Pakistan,220,221,10,2,home,away,Pakistan,8.0,wickets,Day and night,Pakistan tour of Bangladesh,Shahid Afridi,Pakistan,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,Dhaka,Dhaka,Bangladesh,2002-01-25
England,India,217,221,10,6,away,home,India,4.0,wickets,Day and night,England tour of India,Sachin Tendulkar,India,"MA Chidambaram Stadium, Chepauk, Chennai",England,bat first,Chennai,Chepauk,India,2002-01-25
New Zealand,Australia,242,165,5,10,away,home,New Zealand,77.0,runs,Day and night,VB Series,Shane Bond,New Zealand,Adelaide Oval,New Zealand,bat first,Adelaide,North Adelaide,Australia,2002-01-26
South Africa,New Zealand,253,160,5,10,away,away,South Africa,93.0,runs,Day and night,VB Series,Mark Boucher,South Africa,Adelaide Oval,South Africa,bat first,Adelaide,North Adelaide,Australia,2002-01-27
England,India,218,219,7,2,away,home,India,8.0,wickets,Day,England tour of India,Virender Sehwag,India,"Green Park, Kanpur",England,bat first,Kanpur,Civil Lines,India,2002-01-28
New Zealand,Australia,245,248,8,8,away,home,Australia,2.0,wickets,Day and night,VB Series,Michael Bevan,Australia,Melbourne Cricket Ground,New Zealand,bat first,Melbourne,Jolimont,Australia,2002-01-29
England,India,271,269,5,8,away,home,England,2.0,runs,Day,England tour of India,Ashley Giles,England,"Feroz Shah Kotla, Delhi",India,field first,Delhi,Delhi,India,2002-01-31
South Africa,New Zealand,270,203,5,8,away,away,South Africa,67.0,runs,Day and night,VB Series,Jonty Rhodes,South Africa,"Western Australia Cricket Association Ground, Perth",New Zealand,field first,Perth,East Perth,Australia,2002-02-01
Australia,South Africa,283,250,7,5,home,away,Australia,33.0,runs,Day,VB Series,Jacques Kallis,South Africa,"Western Australia Cricket Association Ground, Perth",South Africa,field first,Perth,East Perth,Australia,2002-02-03
England,India,255,250,10,10,away,home,England,5.0,runs,Day and night,England tour of India,Marcus Trescothick,England,"Wankhede Stadium, Mumbai",England,bat first,Mumbai,Mumbai,India,2002-02-03
New Zealand,South Africa,190,191,10,2,away,away,South Africa,8.0,wickets,Day and night,VB Series,Makhaya Ntini,South Africa,Melbourne Cricket Ground,New Zealand,bat first,Melbourne,Jolimont,Australia,2002-02-06
New Zealand,South Africa,175,173,10,4,away,away,South Africa,6.0,wickets,Day and night,VB Series,Jonty Rhodes,South Africa,Sydney Cricket Ground,New Zealand,bat first,Sydney,Moore Park,Australia,2002-02-08
England,New Zealand,196,198,10,6,away,home,New Zealand,4.0,wickets,Day and night,England tour of New Zealand,Nathan Astle,New Zealand,"Jade Stadium, Christchurch",England,bat first,Christchurch,Christchurch,New Zealand,2002-02-13
West Indies,Pakistan,190,193,10,6,away,away,Pakistan,4.0,wickets,Day and night,Pakistan tour of United Arab Emirates,Abdul Razzaq,Pakistan,Sharjah Cricket Association Stadium,West Indies,bat first,Sharjah,Sharjah,United Arab Emirates,2002-02-14
Pakistan,West Indies,232,181,10,10,away,away,Pakistan,51.0,runs,Day and night,Pakistan tour of United Arab Emirates,Shoaib Malik,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,Sharjah,Sharjah,United Arab Emirates,2002-02-15
New Zealand,England,244,89,8,10,home,away,New Zealand,155.0,runs,Day and night,England tour of New Zealand,Andre Adams,New Zealand,"WestpacTrust Stadium, Wellington",England,field first,Wellington,Wellington,New Zealand,2002-02-16
West Indies,Pakistan,260,150,5,10,away,away,West Indies,110.0,runs,Day and night,Pakistan tour of United Arab Emirates,Carl Hooper,West Indies,Sharjah Cricket Association Stadium,West Indies,bat first,Sharjah,Sharjah,United Arab Emirates,2002-02-17
England,New Zealand,244,201,5,10,away,home,England,43.0,runs,Day and night,England tour of New Zealand,Paul Collingwood,England,"McLean Park, Napier",New Zealand,field first,Napier,Napier,New Zealand,2002-02-20
England,New Zealand,193,189,6,10,away,home,England,33.0,runs,Day and night,England tour of New Zealand,Andrew Flintoff,England,"Eden Park, Auckland",England,bat first,Auckland,Auckland,New Zealand,2002-02-23
England,New Zealand,218,223,8,5,away,home,New Zealand,5.0,wickets,Day and night,England tour of New Zealand,Nathan Astle,New Zealand,"Carisbrook, Dunedin",England,bat first,Dunedin,Dunedin,New Zealand,2002-02-26
India,Zimbabwe,274,277,6,9,home,away,Zimbabwe,1.0,wicket,Day,Zimbabwe tour of India,Dougie Marillier,Zimbabwe,"Nahar Singh Stadium, Faridabad",India,bat first,Faridabad,Faridabad,India,2002-03-07
India,Zimbabwe,319,255,6,10,home,away,India,64.0,runs,Day and night,Zimbabwe tour of India,Sourav Ganguly,India,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,bat first,Mohali,Mohali,India,2002-03-10
India,Zimbabwe,191,197,10,4,home,away,Zimbabwe,6.0,wickets,Day,Zimbabwe tour of India,Douglas Hondo,Zimbabwe,"Nehru Stadium, Kochi",India,bat first,Kochi,Kaloor,India,2002-03-13
Zimbabwe,India,240,244,8,5,away,home,India,5.0,wickets,Day and night,Zimbabwe tour of India,Yuvraj Singh,India,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",Zimbabwe,bat first,Hyderabad (Deccan),Hyderabad,India,2002-03-16
India,Zimbabwe,333,232,6,10,home,away,India,101.0,runs,Day,Zimbabwe tour of India,Dinesh Mongia,India,"Nehru Stadium, Guwahati",India,bat first,Guwahati,Stadium Road,India,2002-03-19
Australia,South Africa,223,204,8,10,away,home,Australia,19.0,runs,Day,Australia tour of South Africa,Jason Gillespie,Australia,"New Wanderers Stadium, Johannesburg",Australia,bat first,Johannesburg,Johannesburg,South Africa,2002-03-22
Australia,South Africa,226,181,8,10,away,home,Australia,45.0,runs,Day,Australia tour of South Africa,Jimmy Maher,Australia,"SuperSport Park, Centurion",South Africa,field first,Centurion,Centurion,South Africa,2002-03-24
South Africa,Australia,259,259,7,9,home,away,Match tied,35.52088452088452,runs,Day,Australia tour of South Africa,Jimmy Maher,Australia,"North West Cricket Stadium, Potchefstroom",South Africa,bat first,Potchefstroom,Potchefstroom,South Africa,2002-03-27
Australia,South Africa,290,253,6,10,away,home,Australia,37.0,runs,Day,Australia tour of South Africa,Ricky Ponting,Australia,"Goodyear Park, Bloemfontein",Australia,bat first,Bloemfontein,Bloemfontein,South Africa,2002-03-30
South Africa,Australia,267,271,6,2,home,away,Australia,8.0,wickets,Day and night,Australia tour of South Africa,Adam Gilchrist,Australia,"Kingsmead, Durban",Australia,field first,Durban,Durban,South Africa,2002-04-03
South Africa,Australia,326,330,3,7,home,away,Australia,3.0,wickets,Day,Australia tour of South Africa,Adam Gilchrist,Australia,"St George's Park, Port Elizabeth",South Africa,bat first,Port Elizabeth,Port Elizabeth,South Africa,2002-04-06
Sri Lanka,Pakistan,242,201,9,10,away,away,Sri Lanka,41.0,runs,Day and night,Sharjah Cup,Sanath Jayasuriya,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,Sharjah,Sharjah,United Arab Emirates,2002-04-08
New Zealand,Sri Lanka,218,207,8,10,away,away,New Zealand,11.0,runs,Day and night,Sharjah Cup,Jacob Oram,New Zealand,Sharjah Cricket Association Stadium,New Zealand,bat first,Sharjah,Sharjah,United Arab Emirates,2002-04-09
South Africa,Australia,249,185,7,10,home,away,South Africa,65.0,runs,Day and night,Australia tour of South Africa,Nicky Boje,South Africa,"Newlands, Cape Town",Australia,field first,Cape Town,Cape Town,South Africa,2002-04-09
Pakistan,New Zealand,288,237,6,8,away,away,Pakistan,51.0,runs,Day and night,Sharjah Cup,Inzamam-ul-Haq,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,Sharjah,Sharjah,United Arab Emirates,2002-04-11
Sri Lanka,Pakistan,239,230,6,5,away,away,Sri Lanka,9.0,runs,Day and night,Sharjah Cup,Marvan Atapattu,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,Sharjah,Sharjah,United Arab Emirates,2002-04-12
Sri Lanka,New Zealand,243,197,9,9,away,away,Sri Lanka,46.0,runs,Day and night,Sharjah Cup,Marvan Atapattu,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,Sharjah,Sharjah,United Arab Emirates,2002-04-14
New Zealand,Pakistan,213,217,9,2,away,away,Pakistan,8.0,wickets,Day and night,Sharjah Cup,Shahid Afridi,Pakistan,Sharjah Cricket Association Stadium,New Zealand,bat first,Sharjah,Sharjah,United Arab Emirates,2002-04-15
Pakistan,Sri Lanka,295,78,6,10,away,away,Pakistan,217.0,runs,Day and night,Sharjah Cup,Mohammad Yousuf,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,Sharjah,Sharjah,United Arab Emirates,2002-04-17
Pakistan,New Zealand,275,122,6,10,home,away,Pakistan,153.0,runs,Day and night,New Zealand tour of Pakistan,Shoaib Akhtar,Pakistan,"National Stadium, Karachi",Pakistan,bat first,Karachi,Karachi,Pakistan,2002-04-21
New Zealand,Pakistan,277,278,5,7,away,home,Pakistan,3.0,wickets,Day and night,New Zealand tour of Pakistan,Abdul Razzaq,Pakistan,Rawalpindi Cricket Stadium,New Zealand,bat first,Rawalpindi,Rawalpindi,Pakistan,2002-04-24
Pakistan,New Zealand,278,212,5,10,home,away,Pakistan,66.0,runs,Day and night,New Zealand tour of Pakistan,Shoaib Malik,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,bat first,Lahore,Lahore,Pakistan,2002-04-27
West Indies,India,186,187,10,3,home,away,India,7.0,wickets,Day,India tour of West Indies,Dinesh Mongia,India,"Kensington Oval, Bridgetown, Barbados",India,field first,Bridgetown,Bridgetown,West Indies,2002-05-29
India,West Indies,123,124,10,3,away,home,West Indies,7.0,wickets,Day,India tour of West Indies,Chris Gayle,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",India,bat first,Port of Spain,Port of Spain,West Indies,2002-06-01
India,West Indies,260,191,10,10,away,home,India,56.0,runs,Day,India tour of West Indies,Sachin Tendulkar,India,"Queen's Park Oval, Port of Spain, Trinidad",India,bat first,Port of Spain,Port of Spain,West Indies,2002-06-02
New Zealand,West Indies,248,250,7,4,away,home,West Indies,6.0,wickets,Day,New Zealand tour of West Indies,Shivnarine Chanderpaul,West Indies,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,field first,Gros Islet,Gros Islet,West Indies,2002-06-08
New Zealand,West Indies,210,211,7,3,away,home,West Indies,7.0,wickets,Day,New Zealand tour of West Indies,Brian Lara,West Indies,"Beausejour Stadium, Gros Islet, St Lucia",New Zealand,bat first,Gros Islet,Gros Islet,West Indies,2002-06-09
Pakistan,Australia,176,177,8,3,away,home,Australia,7.0,wickets,Day and night,Pakistan tour of Australia,Adam Gilchrist,Australia,"Docklands Stadium, Melbourne",Australia,field first,Melbourne (Docklands),Docklands,Australia,2002-06-12
New Zealand,West Indies,212,202,5,9,away,home,New Zealand,9.0,runs,Day,New Zealand tour of West Indies,Scott Styris,New Zealand,"Queen's Park Oval, Port of Spain, Trinidad",New Zealand,bat first,Port of Spain,Port of Spain,West Indies,2002-06-12
Australia,Pakistan,167,168,10,8,home,away,Pakistan,2.0,wickets,Day and night,Pakistan tour of Australia,Younis Khan,Pakistan,"Docklands Stadium, Melbourne",Australia,bat first,Melbourne (Docklands),Docklands,Australia,2002-06-15
New Zealand,West Indies,291,292,8,6,away,home,West Indies,4.0,wickets,Day,New Zealand tour of West Indies,Chris Gayle,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",New Zealand,bat first,Kingstown,Arnos Vale,West Indies,2002-06-16
Pakistan,Australia,256,165,7,10,away,home,Pakistan,91.0,runs,Day and night,Pakistan tour of Australia,Shoaib Akhtar,Pakistan,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Pakistan,bat first,Brisbane,Woolloongabba,Australia,2002-06-19
England,Sri Lanka,293,249,6,9,home,away,England,44.0,runs,Day and night,NatWest Series,Andrew Flintoff,England,"Trent Bridge, Nottingham",England,bat first,Nottingham,Nottingham,England,2002-06-27
England,India,271,272,7,4,home,away,India,6.0,wickets,Day,NatWest Series,Yuvraj Singh,India,"Lord's, London",England,bat first,Lord's,St John's Wood Road,England,2002-06-29
Sri Lanka,India,202,203,8,6,away,away,India,4.0,wickets,Day,NatWest Series,Ajit Agarkar,India,"Kennington Oval, London",Sri Lanka,bat first,The Oval,London,England,2002-06-30
Sri Lanka,England,240,241,7,7,away,home,England,3.0,wickets,Day,NatWest Series,Sanath Jayasuriya,Sri Lanka,"Headingley, Leeds",England,field first,Leeds,Leeds,England,2002-07-02
Sri Lanka,India,187,188,10,6,away,away,India,4.0,wickets,Day,NatWest Series,Rahul Dravid,India,"Edgbaston, Birmingham",India,field first,Birmingham,Birmingham,England,2002-07-06
Sri Lanka,England,229,206,10,10,away,home,Sri Lanka,23.0,runs,Day,NatWest Series,Kumar Sangakkara,Sri Lanka,"Old Trafford, Manchester",Sri Lanka,bat first,Manchester,Stretford,England,2002-07-07
England,India,229,165,8,10,home,away,England,64.0,runs,Day,NatWest Series,Ronnie Irani,England,"Kennington Oval, London",India,field first,The Oval,London,England,2002-07-09
India,Sri Lanka,304,241,10,10,away,away,India,63.0,runs,Day and night,NatWest Series,Sachin Tendulkar,India,"The Royal & Sun Alliance County Ground, Bristol",India,bat first,Bristol,Bishopston,England,2002-07-11
England,India,325,326,5,8,home,away,India,2.0,wickets,Day,NatWest Series,Mohammad Kaif,India,"Lord's, London",England,bat first,Lord's,St John's Wood Road,England,2002-07-13
Bangladesh,Sri Lanka,226,228,8,5,away,home,Sri Lanka,5.0,wickets,Day,Bangladesh tour of Sri Lanka,Marvan Atapattu,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Bangladesh,bat first,Colombo (SSC),Colombo,Sri Lanka,2002-08-04
Bangladesh,Sri Lanka,76,77,10,2,away,home,Sri Lanka,8.0,wickets,Day,Bangladesh tour of Sri Lanka,Dilhara Fernando,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Bangladesh,bat first,Colombo (SSC),Colombo,Sri Lanka,2002-08-05
Sri Lanka,Bangladesh,258,200,6,10,home,away,Sri Lanka,58.0,runs,Day,Bangladesh tour of Sri Lanka,Russel Arnold,Sri Lanka,"R Premadasa Stadium, Colombo",Bangladesh,field first,Colombo (RPS),Khettarama,Sri Lanka,2002-08-07
South Africa,Pakistan,283,229,9,10,away,away,South Africa,54.0,runs,Day,Morocco Cup,Herschelle Gibbs,South Africa,"National Cricket Stadium, Tangier",South Africa,bat first,Tangier,Tangier,Morocco,2002-08-12
Pakistan,Sri Lanka,279,251,5,8,away,away,Pakistan,28.0,runs,Day,Morocco Cup,Younis Khan,Pakistan,"National Cricket Stadium, Tangier",Sri Lanka,field first,Tangier,Tangier,Morocco,2002-08-14
Sri Lanka,South Africa,267,174,7,10,away,away,Sri Lanka,93.0,runs,Day,Morocco Cup,Aravinda de Silva,Sri Lanka,"National Cricket Stadium, Tangier",Sri Lanka,bat first,Tangier,Tangier,Morocco,2002-08-15
Sri Lanka,Pakistan,242,203,10,10,away,away,Sri Lanka,39.0,runs,Day,Morocco Cup,Sanath Jayasuriya,Sri Lanka,"National Cricket Stadium, Tangier",Sri Lanka,bat first,Tangier,Tangier,Morocco,2002-08-17
South Africa,Pakistan,196,188,8,10,away,away,South Africa,8.0,runs,Day,Morocco Cup,Allan Donald,South Africa,"National Cricket Stadium, Tangier",South Africa,bat first,Tangier,Tangier,Morocco,2002-08-18
South Africa,Sri Lanka,220,221,6,4,away,away,Sri Lanka,6.0,wickets,Day,Morocco Cup,Aravinda de Silva,Sri Lanka,"National Cricket Stadium, Tangier",South Africa,bat first,Tangier,Tangier,Morocco,2002-08-19
Sri Lanka,South Africa,235,208,7,10,away,away,Sri Lanka,27.0,runs,Day,Morocco Cup,Sanath Jayasuriya,Sri Lanka,"National Cricket Stadium, Tangier",Sri Lanka,bat first,Tangier,Tangier,Morocco,2002-08-21
Kenya,Pakistan,133,134,10,6,home,away,Pakistan,4.0,wickets,Day,PSO Tri-Nation Tournament,Abdul Razzaq,Pakistan,"Gymkhana Club Ground, Nairobi",Pakistan,field first,Nairobi (Gym),Nairobi,Kenya,2002-08-29
Australia,Pakistan,332,108,5,10,away,away,Australia,224.0,runs,Day,PSO Tri-Nation Tournament,Matthew Hayden,Australia,"Gymkhana Club Ground, Nairobi",Pakistan,field first,Nairobi (Gym),Nairobi,Kenya,2002-08-30
Kenya,Pakistan,179,181,10,3,home,away,Pakistan,7.0,wickets,Day,PSO Tri-Nation Tournament,Younis Khan,Pakistan,"Gymkhana Club Ground, Nairobi",Kenya,bat first,Nairobi (Gym),Nairobi,Kenya,2002-09-01
Kenya,Australia,84,85,10,2,home,away,Australia,8.0,wickets,Day,PSO Tri-Nation Tournament,Glenn McGrath,Australia,"Gymkhana Club Ground, Nairobi",Australia,field first,Nairobi (Gym),Nairobi,Kenya,2002-09-02
Pakistan,Australia,117,121,10,1,away,away,Australia,9.0,wickets,Day,PSO Tri-Nation Tournament,Brett Lee,Australia,"Gymkhana Club Ground, Nairobi",Pakistan,bat first,Nairobi (Gym),Nairobi,Kenya,2002-09-04
Kenya,Australia,204,205,9,5,home,away,Australia,5.0,wickets,Day,PSO Tri-Nation Tournament,Maurice Odumbe,Kenya,"Gymkhana Club Ground, Nairobi",Kenya,bat first,Nairobi (Gym),Nairobi,Kenya,2002-09-05
Pakistan,Sri Lanka,200,201,10,2,away,home,Sri Lanka,8.0,wickets,Day and night,ICC Champions Trophy,Sanath Jayasuriya,Sri Lanka,"R Premadasa Stadium, Colombo",Pakistan,bat first,Colombo (RPS),Khettarama,Sri Lanka,2002-09-12
West Indies,South Africa,238,242,8,8,away,away,South Africa,2.0,wickets,Day,ICC Champions Trophy,Jonty Rhodes,South Africa,"Sinhalese Sports Club Ground, Colombo",South Africa,field first,Colombo (SSC),Colombo,Sri Lanka,2002-09-13
India,Zimbabwe,288,274,6,8,away,away,India,14.0,runs,Day and night,ICC Champions Trophy,Mohammad Kaif,India,"R Premadasa Stadium, Colombo",India,bat first,Colombo (RPS),Khettarama,Sri Lanka,2002-09-14
Australia,New Zealand,296,132,7,10,away,away,Australia,164.0,runs,Day,ICC Champions Trophy,Glenn McGrath,Australia,"Sinhalese Sports Club Ground, Colombo",Australia,bat first,Colombo (SSC),Colombo,Sri Lanka,2002-09-15
Sri Lanka,Netherlands,292,86,6,10,home,away,Sri Lanka,206.0,runs,Day and night,ICC Champions Trophy,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,Colombo (RPS),Khettarama,Sri Lanka,2002-09-16
